Restaurant,Review,Points
Zeughauskeller,"Halt ain Touri Hotspot. Das Essen und Ambiente ok, aber mehr auch nicht. Die Coupe Danemark Schoggisauce aus der Tube, wie fast überall in der Schweiz.",2.0
Zeughauskeller,Jeweils zu Mittag ist das Restaurant sehr gut besucht. Deftige und schöne Portionen zu kleinem Preis. Gut bürgerlich. Sehr zu empfehlen auch fürs Abendessen. Qualität verlässlich gut. Ist vergleichbar mit dem Hofbräuhaus. Lärmpegel ist teils etwas hoch.,4.0
Zeughauskeller,"Das Restaurant (ähnelt einem Brauhaus) liegt mitten im Zentrum von Zürich! Hatten vorher online reserviert, was ich jedem empfehlen würde. Abends sollte man ohne Reservierung schon so 20 Minuten Wartezeit mitbringen.
Das Restaurant ist sehr groß und deswegen auch sehr laut - stört aber nicht....Mehr",4.0
Zeughauskeller,"Mitten in Zürich gelegen (Paradeplatz) bietet dieses Restaurant ein hervorragendes Preis/Leistungsverhältnis. Die Speisekarte ist riesig, viele Wurstspezialitäten, aber auch traditionelle Gerichte, lokale Spezialbiere. Das sehr freundliche Personal ist seit vielen Jahren das gleiche, was für den Ort spricht. Ein Muss mit ausländischen Gästen oder auf...Mehr",5.0
Zeughauskeller,"Immer wenn wir Lust auf feinen Kartoffelsalat, Wurst (in diversen Arten und Sorten) haben kommen wir gerne in dieses geschichtsträchtige Lokal im Herzen von Zürich und verlassen es dann wieder satt und zufrieden.",4.0
Zeughauskeller,"Immer ein guter Besuch mit ausländischen Gästen. Originell, Kundenfreundlich, Preis-Leistung stimmt, Kann ich weiterempfehlen! Werde auf alle Fälle wieder dort sein!",4.0
Zeughauskeller,"Einfach zum empfehlen und seit Jahren Top. 
Top in allem ! 
Auch Vegetarier kriegen im Zeughauskeller es gutes serviert.",5.0
Zeughauskeller,"Das Essen ist gut und die Menükarte gibt es in vielen Sprachen. Das Essen ist gut und kommt sehr speditiv. Die Auswahl ist vielfältig und gut bürgerlich. Speziell empfehlen möchte ich den Kanonenputzer (Wurst). Der Service ist speditiv. Die Preise eher hoch, aber man ist...Mehr",3.0
Zeughauskeller,"Feine Schweizer Spezialitäten. Grösstenteils Würste. Sehr Touristisch. Speisekarten in diversen Sprachen erhältlich. Hoher Lärmpegel. Aber durchaus auch für ""Einheimische"" ein Besuch wert.",4.0
Zeughauskeller,"Wieder einmal in diesem Restaurant spontan zum Abendessen am Samstagabend. Es war ziemlich voll und es kamen Leute am laufendem Band hinein. Das Essen kommt sehr schnell und das Wienerschnitzel mit Kartoffelsalat, die Leberli mit Rösti waren wie gewohnt gut. Ist immer zu empfehlen um...Mehr",4.0
Zeughauskeller,"Es ist in diesem Restaurant so einzigartig, dass, egal wann man dort essen geht, es immer gut ist. Der Service ist schnell, die Qualität passt. Leider sind meistens zu viele Leute da und es hat zu wenig Platz aber man geht hier trotzdem immer wieder...Mehr",4.0
Zeughauskeller,"Ein Ort wo sich jung und alt die Türklinke in die Hand geben...am besten reservieren. Hier isst man gute, traditionelle Hausmannskost zu fairen Preisen. Wer es dazu noch laut und gesellig mag ist hier genau richtig. Werde wieder kommen.",4.0
Zeughauskeller,"Hatte soeben die miserabelsten Capuns, die ich je hatte. Bin Vollblutbündnerin - beide meiner Eltern stammen aus Graubünden und ich hatte schon viele Varianten von Capuns - jede Familie hat da ihr eigenes Rezept. Die heutigen im Zeughauskeller waren eine Riesenenttäuschung. Leider wurde mir nicht...Mehr",5.0
Zeughauskeller,"Wer urchige Schweizer Küche mag, ist hier gold richtig. Bunt gemischte Gästeschar von nah und fern. Würste, Rösti, trallala!
Guter Service. Viel Lärm. 
Komme wieder, wenn ich Lust habe.",3.0
Zeughauskeller,"GENIAL!

War bereits mehrmals im ""Züüghuuskeller"" und bin bis heute positiv über die Küche überrascht. Sehr feines ""läberli mit Butterrösti"" und das noch schnell Serviert!
Gerne wieder :-)",5.0
Zeughauskeller,Altes traditionelles Lokal. Eine riesige Halle. Laut und immer voll. Wer sich geduldet bekommt einen Platz zugewiesen. Traditionelle Gerichte werden schnell serviert und schmecken auch gut. Eigentlich DAS Touristenlokal - muss man als Zürcher aber unbedingt besuchen - es kommen auch immer alle wieder -...Mehr,4.0
Zeughauskeller,"Das Essen ist ok. Ich hatte eine Bratwurst mit Zwiebelsauce und dazu ein gutes Bier. Wenn es schnell gehen soll und das Essen einfach sein kann, ist dies sicherlich ein Option.",3.0
Zeughauskeller,"Wer Eleganz, gediegenes Weltambiente, kreative Kultküche u. dgl. sucht, geht lieber anderswo essen. Wer hingegen Bodenständigkeit, traditionelle Menus,netten Service, korrektes Preis-/Leisungsverhältnis schätzt, wird nicht enttäuscht. Ich konnte nach einem gemütlichen Familientreffen nur mit einem milden Lächeln an den kürzlich veröffentlichten Totalverriss eines ""internationalen Fastrokritikers"" zu...Mehr",4.0
Zeughauskeller,"Sehr gute Hausmannskost perfekt zubereitet. Das Lammrückenfilet auf den Punkt, innen schön rosa; das panierte Schnitzel schön zart. Zur Kalberwurst aus dem Kanton Glarus gab's hausgemachten Kartoffelstock (Kartoffelpüree).
Konstante Qualität, wenig Fluktuation beim Personal.",5.0
Zeughauskeller,"Meiner Meinung nach fälschlicherweise Als Touristenfalle verschrieen. Das Essen ist gut und man bekommt, was man erwartet. Für alle die gute Schweizer Küche in einer lebhaften Atmosphäre erleben wollen.",4.0
Zeughauskeller,"Es war immer voll im Zeughauskeller, aber die Qualität war nicht das Problem. Der Klassiker ""Zürcher Geschnetzeltes"" ist nicht mehr zu Genießen. Fertig Rösti und eine Pseudo-Weißweinsauce mit ungenießbarem Kalbs-Reste-Fleisch hat mich nicht überzeugt. Fastfood Restaurant trifft es hier für mich am besten. Mich sieht...Mehr",1.0
Zeughauskeller,"Ich und meine Frau haben da heute Abend gut gegessen. Das Restaurant war voll und deswegen haben die Kellner in einem großen Tisch, der später reserviert war, uns sitzen lassen. Kurz danach haben auch andere Leute da sitzen lassen (ein bisschen wie in der Firma...Mehr",3.0
Zeughauskeller,"Einfaches, traditionelles Essen, Ort mit guter Lage, im Herzen von Zürich. Sehr gut besucht, Reservation meistens nötig",5.0
Zeughauskeller,"Restaurant mit sehr viel Tradition. 
Gutes Essen und guter Service. Wer es lustig und stimmig haben will ist hier am richtigen Ort. Waren 6 Personen und sind von 19:00 - 22:30 geblieben. Nichts gemerkt von Tisch 2-3 mal pro Abend verkaufen.",4.0
Zeughauskeller,"nicht schlecht, aber es gibt besseres....
Ein bisschen eine Touri Falle, aber sicher nicht schlecht.
Was auch störend ist die tasache, dass die Tische am liebsten 2-3 mal pro Abend verkauft werden. Die Qualität sowie der Service ist ok.",4.0
Zeughauskeller,"Gute Hausmannskost zu fairen Preisen, trotz Lage neben dem Paradeplatz. Nichts für ein romantisches Date oder sowas. Aber total gut für feuchtfröhliche Runden mit Freunden. Für Gruppen unbedingt reservieren.",4.0
Zeughauskeller,"Unweit des Paradeplatzes gelegen ist es schwer, ohne Reservierung in dieser großen einen Tisch zu bekommen. Gekocht wird traditionell, Schweinshaxe oder Rösti,  ordentliche Küche ohne Überraschungen! Wem die Küche nicht zu schwer ist,  der ist hier gut aufgehoben.",3.0
Zeughauskeller,"Wir waren zu 3 und sassen mit 2 anderen Personen an einem kleinen Tisch! 
Essen war fein - hatte Leberli mit Rösti! Aber das hektische - viele Tischwechsel, lärm .... machte es nicht so gemütlich! 
Preise für Zürich ok!

Personal freundlich! 

Nächstes Mal gehe ich...Mehr",3.0
Zeughauskeller,"Das Essen ist immer lecker und die Bedienung immer freundlich.
Über den Mittag ist das Restaurant immer voll und dadurch sehr laut, daher kann man sich nicht sehr gut unterhalten. Aber ich bin immer zufrieden und gehe immer wieder gerne dort hin.",4.0
Zeughauskeller,"Das Zeughauskeller (ehemalige Waffenkammer-die Einrichtung erinnert aber nicht mehr daran) liegt mitten in der Stadt. Die Wände sind holzverkleidet. 
Ein großer Raum, daher kann es bei vollem Restaurant manchmal laut werden.
Beliebt bei asiatischen Touristen-auch gerne in Gruppen.
Das Essen ist gut bürgerlich und deftig...Mehr",4.0
Zeughauskeller,"Gross, etwas Massenabfertigung aber dafür interessante Waffen an den Wänden - scheinbar ganztägig geöffnet. War sicher mal beeindruckend, jetzt nur noch für Touristen, dafür aber riesige Portionen!",3.0
Zeughauskeller,"Das Zeughauskeller ist mitten in der Stadt.... das Essen ist gut und die Bedienung freundlich. Wer aber einbisschen reden will beim Essen sollte lieber nicht hin... es ist ziemlich laut, da es ein grosser Saal ist.",5.0
Zeughauskeller,das essen war gut bürgerlich. die bedienung sehr freundlich und speditiv. es ist von vorteil zu reservieren.,4.0
Zeughauskeller,"Die Einrichtung erinnert zwar nicht mehr gross an die Waffenkammer, ist aber mit der Holzverkleidung imposant. Sehr beliebt bei asiatischen Touristen, die in grossen Gruppen anzutreffen sind. Das Essen ist urchig bis deftig, die Preise vernünftig. Lockere Atmosphäre und umkompliziert. Bei mehreren Personen ist eine...Mehr",4.0
Zeughauskeller,"Feines rustikales, deftiges Essen.
Immer relativ gut besucht und für viele Touristen eine Anlaufstelle, aber trotzdem immer noch ein Plätzchen gefunden.
Der Service dementsprechend immer auf zack.",4.0
Zeughauskeller,"Mehrmals bei einem Firmenanlass: wir wurden nie enttäuscht, Organisation, wie auch die Qualität und Frische der Speisen und Getränke waren stets tadellos. Und das Ambiente ist unschlagbar!",5.0
Zeughauskeller,"Die Chef de Service wusste nicht, welche Tsche noch frei waren und ist im Lokal hin und her gerannt. Schlussendlich wies sie uns einen Tisch gleich beim Eingang zu. Wir waren mit chinesischen Partnern dort. Ich bestellte die Wochenspezialität - Ratsherrenplatte. Die Rösti war auf...Mehr",1.0
Zeughauskeller,"Hatte alles gestimmt, wir hatten auf 20:00 reserviert=&gt; fast auf die Minute konnten wir zu 8 den Tisch besetzten, Bedienung war sehr professionell und zuvorkommend. Das Essen war auch sehr gut. Schade dass man die Bürli (Brot) extra bezahlen muss die man zum Salat isst,...Mehr",5.0
Zeughauskeller,"Der Zeughauskeller befindet sich in bester Lage direkt am Paradeplatz. Wir waren dort als Gruppe angemeldet. Gegessen wird in mehreren Schichten. Unser Tisch war für zwei Stunden für uns reserviert und die nächste Gruppe stand bereits am Tisch, als wir noch mit der Abrechnung beschäftigt...Mehr",4.0
Zeughauskeller,"Da wir im November in Zürich waren und bereits um sechs Uhr schnell etwas essen wollten, erschien uns der berühmte Zeughauskeller eine gute Idee zu sein. 

Welch ein Irrtum! 

Das Restaurant war schon zu dieser Uhrzeit so hilflos überfüllt, dass wir etwa eine halbe Stunde...Mehr",3.0
Zeughauskeller,Wir kehren mit unseren Besuchern vom Ausland ist immer im Zeughauskeller ein. Die traditionelle Schweizerküche hat schon jedem geschmeckt. Leider ist ein Besuch ohne Reservation fast unmöglich. Der Restaurantbesuch ist von der grösse des Lokal und Lautstärke leider nicht sehr gemütlich. Preis Leistung 👍🏻,3.0
Zeughauskeller,"Um 13.00 Uhr war das Lokal sehr gut ausgelastet, trotzdem ein aufmerksamer Service. Im Lokal ist es mit den vielen Gästen sehr laut, jeder spricht daher lauter zum Gegenüber, so steigert sich das zu einem unerträglichen Lärm. Es war eine Wohltat für das Gehör als...Mehr",3.0
Zeughauskeller,"Bin immer wieder begeistert. Super schnelle Bedienung, das Essen sehr gut! War viele Male da zum Essen und gehe gerne mit Freunden aus dem Ausland dorthin essen. Diese waren bisher auch immer hell begeistert",5.0
Zeughauskeller,"Super und günstige Verpflegung nur 10 m von Zürichs Bahnhofstrasse!
Reichhaltige Karte und sehr freundlicher und speditiver Service!!!",5.0
Zeughauskeller,Sehr grosse Auswahl an gutbürgerlichen Klassikern. Grosse Portionen von sehr guter Qualität. Freundliche und rasche Bedienung. Preise günstig. Wegen des grossen Andranges unbedingt reservieren. Plätze sind jeweils in Stosszeiten für ca. 21/2 Stunden reserviert. Ein Besuch lohnt sich immer wieder.,5.0
Zeughauskeller,"Gewöhnt gut und freundlicher Service!
Mit der bewährten gutbürgerlichen Küche immer wieder ein Spass zum verweilen...",4.0
Zeughauskeller,"Wir waren zum Mittagessen hier. Es war am Samstag sehr voll, aber wir hatten Glück und bekamen noch einen kleinen Zweiertisch. Leider Bahnhofsathmosphäre, sehr laut, aber das Essen kam schnell, leider nicht warm genug, eher für das Geld eine kleine Portion ( Wild und Lebergeschnetzeltes...Mehr",3.0
Zeughauskeller,"Wir waren mit einer Gruppe von ca 15 Leuten da - Celebrate Success! Service war super, auch wenn es sehr gut besucht war! Essen ist bürgerlich - preislich attraktiv - Lage direkt am Paradeplatz!
Sehr zu empfehlen!!!",5.0
Zeughauskeller,"Mit Ihren Empfehlungen helfen Sie anderen Reservierung war nicht möglich, doch innerhalb 3 Min einen 4er Tisch erhalten, trotz full house. Schnelle und sehr zuvorkommende Service. Essen vollkommen OK!",4.0
Zeughauskeller,"Die Waffen sind heute Messer, Gabel und Löffel: währschafte Landesküche in traditioneller Umgebung, zentral gelegen und auch noch nach 14 Uhr gibt es warmes Essen. Ich bestellte (ausdrücklich) nur kurz angebratenen Leberli und so erhielt ich diese auch! Erstaunlich wenn ich die Geschäftigkeit und auch...Mehr",4.0
Zeughauskeller,"Tourismus pur, inklusive Tourismuspreise.
Es gibt Wurst und das sehr überteuert. Brot kostet extra, einmal zum hinschauen reicht!!",2.0
Zeughauskeller,"Waren mit Freunde dort, und haben sehr gut gegessen.
Cordon Bleu, Züri Gschnetzlets und Wildschwein waren exzellent, und die Bedienung war super-effizient.
Gerne wieder.",4.0
Zeughauskeller,"Hier muss man einfach einmal gewesen sein, mit dieser Location lassen sich Gäste aus dem Ausland beeindrucken. Die Küche ist währschaft, fällt qualitativ aber nicht ausserordentlich auf. Aber es muss schliesslich nicht immer high end food sein, sondern darf auch mal etwas schwerer daherkommen.",4.0
Zeughauskeller,"Mittlerweile etwas für Touristen 
Essen ist unverändert seit zwanzig Jahren. Traditionell, gut, aber auch nichts besonderes",3.0
Zeughauskeller,"Waren letzten Sonntag abend das erste Mal hier - unglaublicher Andrang, laufend kamen Leute-ohne Reservierung geht gar nichts!",5.0
Zeughauskeller,Das Zeughauskeller ist mitten im Zentrum von Zurich und bietet sehr leckeres traditionelles Schweizer Essen an. Es ist in einem alten Zeughaus eingerichtet und ist sehr gemütlich. Es ist fast immer voll also ist es empfehlenswert zu reservieren. Wir sind schon Stammgäste und kommen immer...Mehr,5.0
Zeughauskeller,"Auf einem Wochenendtrip nach Zürich bin ich hier vorbei gekommen und durch die - für schweizer Verhältnisse günstigen Preise - aufmerksam geworden.
Als ich eintrat war der Laden rappelvoll. Trotzdem gelang es dem Kellner, mich binnen kürzester Zeit zu bedienen. Die Qualität der Speisen (ich...Mehr",5.0
Zeughauskeller,Wie immer: sehr gute Qualität zu fairen Preisen. Auswahl lässt keine Wünsche übrige. Service überdurschnittlich - aufmerksam &amp; äusserst speditiv! Wir kommen weiterhin mindestens einmal pro Monat und freuen uns ganz besonders auf die schmackhaften Würste mit Kartoffelsalat.,5.0
Zeughauskeller,"Wer Urige Küche in Züri möchte,speist am besten im Zeughauskeller Züri.....
Wer seinen Magen versenken möchte,speist am besten im Anker in Bern......
Wer das versteht der versteht das sehr gute Lokal Zeughauskeller Züri. 👍👍👍👍",4.0
Zeughauskeller,"Solides essen, guter Service fuer Zuerich, schoene Atmosphäre. man muss einfach sagen, dass der Zeughauskeller den einzigen Bierkellercharackter in Zuerich hat.",4.0
Zeughauskeller,Sehr gutes Preis/Leistung Verhältnis! Für spezielle Momente ist die Meter-Wurst zu empfehlen. Speziell das flambierte Bier zu empfehlen.,5.0
Zeughauskeller,"Wenn ich in Zürich bin, gehe ich gerne mal wieder in den Zeughauskeller., wenn's Platz hat. Gutbürgerliche Küche, der Service ist flink und freundlich. Und das Ganze, obwohl es immer sehr viele Gäste hat, geht sehr speditiv. Die Kosten sind für die Stadt/Lage moderat.",4.0
Zeughauskeller,"Nach langer Zeit war ich wiedereinmal im Zeughauskeller. Volles Restaurant, gute Atmosphäre und ziemlich speditiver Service! Mein Wienschnitzel war sehr gut und gross!",4.0
Zeughauskeller,"tolle Restauration fast am Paradeplatz - fast immer gibt es die notwendigen Sitzgelegenheiten. Das Essen schmeckt vorzüglich scheizer und mitteleuropäische Traditionsgerichte überzeugen immer und nebenbei einige schweizer Traditionsbiere in Konkurrenz zu dtsch. ""Chemiewaffen"".",4.0
Zeughauskeller,"Das Restaurant Zeughauskeller liegt direkt am Paradeplatz und bietet eine grosse Räumlichkeit an. Es ist ein authentisches Restaurant aus der Zunft Zeit Es ist aber kein Zunft Haus. 
Dennoch ist es sehr gut erhalten in dem alten Style. 
Trotz des sehr regen Betriebes ist die...Mehr",4.0
Zeughauskeller,"Wir sind des Öfteren im Zeughauskeller und das Essen und der Service sind immer top! Das Essen wird auch immer sehr schnell gebracht.

Abends ist es von Vorteil zu reservieren.

Wir kommen bald wieder.:)",5.0
Zeughauskeller,"Das Restaurant ist typisch und ganz nett eingerichtet, macht eine sehr angenehme Atmosphäre. Es ist aber auch extrem von Touristen besucht, fast nur.",4.0
Zeughauskeller,"Immer ein Besuch wert wenn man in Zürich ist.
Sehr gute Küche,guter und schneller Service.
Große Portionen,kann man sehr gut mit Freunden preiswert essen gehen.",5.0
Zeughauskeller,"Ich bin einmal dort gewesen, da mir das Restaurant von Kollegen empfohlen wurde. Der Zeughauskeller ist gross und sehr voll. Nichts für eine gepflegte Unterhaltung. Das Essen war gut und die Bedienung freundlich. Als etwas besonderes habe ich es jedoch ganz sicher nicht wahrgenommen. Es...Mehr",3.0
Zeughauskeller,"Der Zeughauskeller ist das, was amerikanische oder asiatische Touristen unter urschweizerisch verstehen. Somit ist diese Location begehrt unter Touristen. Das macht den Aufenthalt chaotisch, laut und übervoll. 
Das Essen ist durchschnittlich und landestypisch mit Anpassungen an das Publikum. Dieses Elebnis gibt es auch entspannter in...Mehr",3.0
Zeughauskeller,"Preise und Qualität passen.
Bedienung flott.
Gutes Fleisch.
Reservation an den normalen Essenszeiten ist Pflicht.
Für Turis ein muss.",4.0
Zeughauskeller,Das Essen sehr gut. Schneller Service trotz vieler Kunde. Zentrale Lage in Zürich. Man kann beim Mittagessen die das Flanieren der Leute beobachten.,4.0
Zeughauskeller,"Sehr unflexibel, wenn man andere Beilagen zu einer Speise wünscht...  Ich wollte ein Tartar mit Salat und ohne Toastbrot. Dies war nicht möglich. Ich musste das Tartar mit Toastbrot bestellen mit einem gemischten Salat separat...
Außerdem bestellte ich das Tartar scharf und es war kein...Mehr",2.0
Zeughauskeller,"Sehr Gute speisen , Gute Qualität und aufmerksames Personal. Keine Tiefpreise dafür grosse Portionen und fein serviert. Obwohl sehr grosses Restaurant und teils Wartezeit vor dem Eingang! Wir gehen wieder einmal.",5.0
Zeughauskeller,"Die uralten Gemäuer umgeben den großen Rittersaal. Eine beeindruckende Waffenausstellung unterstreicht das brachial -bürgerliche Ambiente. Das Schärfste ist sicher ein ziemlich funktionstüchtig anmutendes Flagg Geschütz. Peng.
Das Essen war gut bürgerlich. Leckere Würste, Sauerkraut, Schweinebraten und auch sehr leckere Salate.
Wir waren alle sehr zufrieden....Mehr",4.0
Zeughauskeller,"Ich bin am eine nachmitag zum zeugerhauskeller gewessen, Habe das Burgmeister fleisch von kalbs gegesen hammer, fleisch ist am eine schwet bedint mit Rösti hammer 
Zum emfelungswert",4.0
Zeughauskeller,"In Herzen von Zürich, die feinste Äpplermakkaroni. Typisch Schweizer Küche. Das Personal war zuvorkommend.",5.0
Zeughauskeller,"Es war relativ günstig für Schweizer Verhältnisse, wenn man mal probieren möchte,  wie die Schweizer Küche so ist. Der Fisch war OK, die Wurst mässig. Mein Burger mit 2 Pattys war aus vorgepresstem Fleisch und ziemlich trocken. Dafür der einzige Punktabzug. Das Hausbier war sehr...Mehr",4.0
Zeughauskeller,"Wer deftiges Essen und ein uriges Lokal mag, ist hier genau richtig. Das Essen ist sehr gut und die Preise sind angemessen.",5.0
Zeughauskeller,Wir waren als paar und haben dort züricher Geschnetzeltes gegessen. Dieses war sehr gut gewürzt und schmeckte wirklich hervorragend. Das Ambiente ist wie man in Bayern sagt urig gehalten und passt absolut zum Konzept. Unsere Bedienung war sehr freundlich und hilfsbereit.,5.0
Zeughauskeller,"Gute Bedienung und schnell. Due Auswahl gut und der Preis akzeptabel. Etwas laut aber sehr historische Kulisse. 
Die Vielfalt ist hier einfach gut und es macht Spass hier zu essen.",4.0
Zeughauskeller,"Ausgezeichnetes Restaurant in zentraler Lage am Paradeplatz mit gutem Preis-Leistungsverhältnis, guter Qualität der gutbürgerlichen Speisen und schnellem, freundlichen Service. Innen und aussen ein tolles Ambiente für Mittag- und Abendessen mit Freunden oder Arbeitskollegen. Oft dort gewesen, nie enttäuscht worden. Sehr empfehlenswert.",5.0
Zeughauskeller,"Der Saal alleine ist schon imposant, mit den eng gestellten (und typischerweise voll besetzten) Tischen der Lärmpegel hoch, die Atmosphäre einzigartig. Der Service ist kurz angebunden, jedoch stets freundlich und effizient, das Essen hervorragend. Jederzeit ein Besuch wert!",4.0
Zeughauskeller,"Der Zeughauskeller ist ein traditionelles Lokal, dessen Räumlichkeiten sich während Jahrzehnten kaum verändert haben. Das Lokal ist gross mit der Atmosphäre einer Bierhalle. Alles geht sehr unkompliziert vor sich. Die Speisenauswahl ist gross und alles ist von sehr guter Qualität, seien es Wurstgerichte, Fleischkäse, Wiener...Mehr",4.0
Zeughauskeller,"Das Restaurant ist zentral gelegen und gemütlich eingerichtet. Zur Mittagszeit ist es leider brechend voll, was das Ambiente ein wenig beeinträchtigt.

Das Essen ist für Zürich zwar günstig, jedoch grösstenteils Massenabfertigung, wie man das beispielsweise von Bierhallen in München kennt. Die Älplermagronen waren ganz okay,...Mehr",2.0
Zeughauskeller,"Essen ist top. Für Touristen sehr empfehlenswert... Lokal etwas laut, da ziemlich gross. Für einen Essen mit Freunden perfekt!",4.0
Zeughauskeller,Mit ausländischen Freunden war ich im Zeughauskeller. Erlebte echte typische Schweizerküche. Freundliches Personal und schneller Service. Auch die Speisekarte mit grosser Auswahl überzeugt. Meine Freunde fühlten sich wohl,4.0
Zeughauskeller,"Super cooles und nettes Personal. Große Tische, teilweise wird man zu Leuten dazugesetzt. Eine tolle Atmosphäre, das Essen wird super schnell serviert und schmeckt köstlich! Die Preise sind natürlich deutlich intensiver als wir es in Deutschland gewohnt sind!",4.0
Zeughauskeller,"Mit Gästen aus dem Ausland gehe ich gerne und immer wieder  in den Zeughauskeller.  Gute Schweizer Küche, tadelloser Service und ein gutes Preis/Leistungsverhältnis in einem Lokal mit Geschichte.",4.0
Zeughauskeller,"Rustikales Restaurant in einem historischen Gebäude.
Grosse Auswahl auf der Speisekarte.
Mittag- Abendessen im meist gut besuchten Lokal.
Dann etwas laut und eng.
Zum Kaffee am Nachmittag ist es ruhiger.",4.0
Zeughauskeller,"Wenn man traditionelle schweizerische Spezialitäten in einer urtypischen Umgebung genießen möchte, dann ist man im Zeughauskeller absolut zutreffend aufgehoben. Trotz immensen Besucherandrangs kommt beim Servicepersonal keine Hektik auf und man wird freundlichst bedient. Die Speisen (Hausmannskost) sind sehr schmackhaft zubereitet.",4.0
Zeughauskeller,"Essen war in Ordnung. 
Grosse Lokal jedoch sehr ungemütlich, bis auf den letzten Platz ausgenutzt, sehr eng und laut. Personal wirkt ein wenig arrogant.",3.0
Zeughauskeller,"Der Zeughauskeller ist immer wieder eine gute Adresse für währschafte Schweizerküche. Jeder Fleischliebhaber kommt hier auf seine Kosten und hat zwischen dem traditionellen Zürigschnätzlet, dem Tartar oder dem Fleischspiess die Qual der Wahl. Dennoch ist anzumerken das dieses Restaurant relativ laut ist und deshalb für...Mehr",4.0
Zeughauskeller,"Der Zeughauskeller ist immer eine gute Adresse wenn man währschaft essen will. Die Karte ist Gross und wer gerne Wurst oder deftig isst, wir dort sein Glück finden.

Grössere Gruppen unbedingt vorreservieren, sie sind immer ausgebucht finden aber für 2-4 Personen meist einen Tisch.",5.0
Zeughauskeller,Immer ein besuch Wert ob am Mittag oder am Abend. Die Preise sind fair für Zürich und die Lage. Essen und Service immer gut.,5.0
Zeughauskeller,Das Restaurant hat ein sehr spezielles Ambiente und ist ständig ausgebucht. Abends längere Warteschlangen am Eingang. Reservierung unbedingt erforderlich. Sehr routinierter Service. Gefällt vor allem ausländischen Gästen kann aber nicht als typisch schweizerisch angesehen werden.,3.0
Zeughauskeller,"- Top essen👍👍👍
- Bedienung effizient aber nicht der Burner..
- No Go Reservierte Tische mit fremden Peeps angereichert wegen Umsatzoptimierung.. grenzwertig..
Im ganzen, geiler schuppen...",4.0
Zeughauskeller,"Der Zeughauskeller erinnert etwas an ein Brauhaus in Bayern. Deftiges gutes Essen, leckeres Bier. Recht gut besucht, touristisch angehaucht. Zum Unterhalten etwas zu laut, aber gute Stimmung. Preis/Leistung für Zürich auch gut.",4.0
Zeughauskeller,"Bei Touristen in Zürich beliebt und bekannt, wollten auch wir uns, als Bewohner der Stadt Zürich, einen Eindruck verschaffen. 
Kurzfristiges reservieren war nicht möglich (Freitagabend), aber die Wartezeit würde ohnehin nur ca.15Min.Betragen. Kaum zu glauben dachten wir beim eintreffen, da soviele Leute warteten. Tatsächlich hatten...Mehr",4.0
Zeughauskeller,Er gehört einfach dazu - der Besuch im Zeughauskeller! Das ist Zürich. Herzlichkeit: eher nein. Das beste Essen der Welt: eher nein. Und trotzdem: Ein Besuch in Zürich ohne einen Abstecher in den Zeughauskeller ist nur ein halber Besuch.,4.0
Zeughauskeller,"wenn man in Zürich ist als Tourist, sollte man umbedingt hier mal zum Essen einkhren!
Das Essen ist exelent und im Durchschnitt nicht extra teuer!
Bedienng sehr freundlich-man muss vorher reservieren!",5.0
Zeughauskeller,"Im altbekannten Zeughauskeller war ich schon als Kind Gast. Seit 30 Jahren hat sich hier fast nichts geändert. Währschaft, bürgerlich und einfach geht es hier zu und her. Auf Wagen werden die Speisen vom Servicepersonal durch die laute und volle Halle transportiert. Bierhumpen klingen und...Mehr",4.0
Zeughauskeller,"Wer sich von der Turnhallen-Atmosphäre sowie der vielen Leute und Lärm nicht abschrecken lässt, isst hier gute bürgerliche Küche mit vielen Wurstspezialitäten. 

Die Preise sind für die excellente Lage und den Bekanntheitsgrad fair geblieben. 

Jederzeit ein sicherer Wert mit Qualität und Effizienz. Nichts für Romantiker.",4.0
Zeughauskeller,"Es ist keine Kunst, in Zürich teuer zu essen. Wer es aber gern gut, günstig und währschaft hat, der gehe in den Zeughauskeller beim Paradeplatz. Wir bedienten uns beim Bewährten: es gab eine Wiediker Rostbratwurst für meine Frau und eine in Bier geschmorte Schweinshaxe für...Mehr",5.0
Zeughauskeller,Ein Besuch der sich mit Gästen aus dem Ausland lohnt. Küche leistungsfähig und währschaft. Service ok und Speisekarte mit etwas Geschichte in Englisch.,3.0
Zeughauskeller,"Sehr lecker! Bei mir gab es Wienerschnitzel, aussen Cross, innen saftig. 
Super Service!
Sehr nette Bedienung..

Wir kommen wieder!",5.0
Zeughauskeller,"Der Zeughauskeller hat ausser zu den Stosszeiten immer ein Plätzchen. Deshalb über Mittag und Abends unbedingt reservieren. Das Essen ist urchig und teils deftig, aber so was von lecker. Es hat eine grosse Auswahl verschiedener Würste mit einem feinen Kartoffelsalat oder Sauerkraut. Bei schönem Wetter...Mehr",5.0
Zeughauskeller,"Hier kommt man immer wieder gerne zurück. Der Service ist schnell und freundlich, die Portionen sind sehr grosszügig, das Essen ist von guter Qualität und grosser Vielfalt - es ist für jeden was dabei. Die Atmosphäre ist sehr schön und ein Muss für jeden Zürich-Besucher",5.0
Zeughauskeller,"Atmosphäre echt schweizerisch, vielleicht etwas zu lauter Gesprächspegel. Essen gut bürgerlich und sehr gut. Für kleinen Imbiss unbedingt die Bratwurst mit Bürli (gut gebackener „Semmel“) oder einen Käse-Wurstsalat probieren.",4.0
